file_path,class_label,file_name,file_ext,width,height,aspect_ratio,pixels,file_size_kb,color_mode
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3020.jpg,Kertas,R_3020.jpg,.jpg,241,209,1.1531,50369,17.1,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3021.jpg,Kertas,R_3021.jpg,.jpg,310,162,1.9136,50220,17.53,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3022.jpg,Kertas,R_3022.jpg,.jpg,191,264,0.7235,50424,13.08,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3023.jpg,Kertas,R_3023.jpg,.jpg,318,159,2.0,50562,10.29,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3024.jpg,Kertas,R_3024.jpg,.jpg,178,283,0.629,50374,15.28,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3025.jpg,Kertas,R_3025.jpg,.jpg,225,225,1.0,50625,8.54,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3026.jpg,Kertas,R_3026.jpg,.jpg,244,207,1.1787,50508,8.67,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3027.jpg,Kertas,R_3027.jpg,.jpg,271,186,1.457,50406,9.32,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3028.jpg,Kertas,R_3028.jpg,.jpg,188,268,0.7015,50384,10.09,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3029.jpg,Kertas,R_3029.jpg,.jpg,225,225,1.0,50625,17.49,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3030.jpg,Kertas,R_3030.jpg,.jpg,259,194,1.3351,50246,24.94,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3031.jpg,Kertas,R_3031.jpg,.jpg,186,270,0.6889,50220,12.65,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3032.jpg,Kertas,R_3032.jpg,.jpg,180,281,0.6406,50580,17.47,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3033.jpg,Kertas,R_3033.jpg,.jpg,180,280,0.6429,50400,15.66,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3034.jpg,Kertas,R_3034.jpg,.jpg,266,190,1.4,50540,9.74,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3035.jpg,Kertas,R_3035.jpg,.jpg,273,184,1.4837,50232,8.4,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3036.jpg,Kertas,R_3036.jpg,.jpg,186,271,0.6863,50406,17.23,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3037.jpg,Kertas,R_3037.jpg,.jpg,188,268,0.7015,50384,14.6,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3038.jpg,Kertas,R_3038.jpg,.jpg,191,265,0.7208,50615,20.03,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3039.jpg,Kertas,R_3039.jpg,.jpg,197,256,0.7695,50432,13.39,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3040.jpg,Kertas,R_3040.jpg,.jpg,225,225,1.0,50625,16.92,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3041.jpg,Kertas,R_3041.jpg,.jpg,175,287,0.6098,50225,16.68,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3042.jpg,Kertas,R_3042.jpg,.jpg,287,175,1.64,50225,10.28,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3043.jpg,Kertas,R_3043.jpg,.jpg,259,194,1.3351,50246,15.42,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3044.jpg,Kertas,R_3044.jpg,.jpg,237,213,1.1127,50481,9.64,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3045.jpg,Kertas,R_3045.jpg,.jpg,176,286,0.6154,50336,14.95,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3046.jpg,Kertas,R_3046.jpg,.jpg,302,167,1.8084,50434,12.35,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3047.jpg,Kertas,R_3047.jpg,.jpg,259,194,1.3351,50246,7.64,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3048.jpg,Kertas,R_3048.jpg,.jpg,318,159,2.0,50562,13.54,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3049.jpg,Kertas,R_3049.jpg,.jpg,290,174,1.6667,50460,10.24,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3050.jpg,Kertas,R_3050.jpg,.jpg,225,225,1.0,50625,13.74,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3051.jpg,Kertas,R_3051.jpg,.jpg,270,186,1.4516,50220,6.49,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3052.jpg,Kertas,R_3052.jpg,.jpg,225,225,1.0,50625,4.94,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3053.jpg,Kertas,R_3053.jpg,.jpg,162,312,0.5192,50544,14.99,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3054.jpg,Kertas,R_3054.jpg,.jpg,263,191,1.377,50233,15.17,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3055.jpg,Kertas,R_3055.jpg,.jpg,314,161,1.9503,50554,14.02,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3056.jpg,Kertas,R_3056.jpg,.jpg,180,281,0.6406,50580,16.5,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3057.jpg,Kertas,R_3057.jpg,.jpg,188,268,0.7015,50384,17.78,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3058.jpg,Kertas,R_3058.jpg,.jpg,241,209,1.1531,50369,9.53,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3059.jpg,Kertas,R_3059.jpg,.jpg,176,287,0.6132,50512,17.64,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3060.jpg,Kertas,R_3060.jpg,.jpg,194,259,0.749,50246,12.11,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3061.jpg,Kertas,R_3061.jpg,.jpg,299,168,1.7798,50232,6.02,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3062.jpg,Kertas,R_3062.jpg,.jpg,274,184,1.4891,50416,12.76,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3063.jpg,Kertas,R_3063.jpg,.jpg,252,200,1.26,50400,10.81,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3064.jpg,Kertas,R_3064.jpg,.jpg,186,271,0.6863,50406,14.09,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3065.jpg,Kertas,R_3065.jpg,.jpg,180,280,0.6429,50400,15.1,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3066.jpg,Kertas,R_3066.jpg,.jpg,225,225,1.0,50625,9.9,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3067.jpg,Kertas,R_3067.jpg,.jpg,259,194,1.3351,50246,12.35,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3068.jpg,Kertas,R_3068.jpg,.jpg,262,193,1.3575,50566,3.44,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3069.jpg,Kertas,R_3069.jpg,.jpg,280,180,1.5556,50400,8.29,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3070.jpg,Kertas,R_3070.jpg,.jpg,255,198,1.2879,50490,9.19,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3071.jpg,Kertas,R_3071.jpg,.jpg,258,195,1.3231,50310,13.99,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3072.jpg,Kertas,R_3072.jpg,.jpg,178,283,0.629,50374,14.97,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3073.jpg,Kertas,R_3073.jpg,.jpg,279,181,1.5414,50499,9.35,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3074.jpg,Kertas,R_3074.jpg,.jpg,261,193,1.3523,50373,4.65,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3075.jpg,Kertas,R_3075.jpg,.jpg,225,225,1.0,50625,16.46,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3076.jpg,Kertas,R_3076.jpg,.jpg,251,201,1.2488,50451,13.68,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3077.jpg,Kertas,R_3077.jpg,.jpg,180,280,0.6429,50400,12.34,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3078.jpg,Kertas,R_3078.jpg,.jpg,191,264,0.7235,50424,8.29,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3079.jpg,Kertas,R_3079.jpg,.jpg,246,205,1.2,50430,15.66,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3080.jpg,Kertas,R_3080.jpg,.jpg,266,189,1.4074,50274,12.12,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3081.jpg,Kertas,R_3081.jpg,.jpg,189,267,0.7079,50463,12.21,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3082.jpg,Kertas,R_3082.jpg,.jpg,196,257,0.7626,50372,16.22,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3083.jpg,Kertas,R_3083.jpg,.jpg,204,247,0.8259,50388,9.42,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3084.jpg,Kertas,R_3084.jpg,.jpg,299,168,1.7798,50232,11.87,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3085.jpg,Kertas,R_3085.jpg,.jpg,180,281,0.6406,50580,13.24,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3086.jpg,Kertas,R_3086.jpg,.jpg,225,225,1.0,50625,6.65,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3087.jpg,Kertas,R_3087.jpg,.jpg,275,183,1.5027,50325,6.43,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3088.jpg,Kertas,R_3088.jpg,.jpg,296,170,1.7412,50320,4.33,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3089.jpg,Kertas,R_3089.jpg,.jpg,262,177,1.4802,46374,13.97,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3090.jpg,Kertas,R_3090.jpg,.jpg,198,255,0.7765,50490,14.81,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3091.jpg,Kertas,R_3091.jpg,.jpg,266,189,1.4074,50274,6.91,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3092.jpg,Kertas,R_3092.jpg,.jpg,275,183,1.5027,50325,16.13,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3093.jpg,Kertas,R_3093.jpg,.jpg,180,280,0.6429,50400,12.43,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3094.jpg,Kertas,R_3094.jpg,.jpg,268,188,1.4255,50384,13.53,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3095.jpg,Kertas,R_3095.jpg,.jpg,253,199,1.2714,50347,10.98,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3096.jpg,Kertas,R_3096.jpg,.jpg,268,188,1.4255,50384,7.13,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3097.jpg,Kertas,R_3097.jpg,.jpg,225,225,1.0,50625,18.86,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3098.jpg,Kertas,R_3098.jpg,.jpg,194,260,0.7462,50440,13.43,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3099.jpg,Kertas,R_3099.jpg,.jpg,160,225,0.7111,36000,10.0,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3100.jpg,Kertas,R_3100.jpg,.jpg,177,285,0.6211,50445,15.99,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3101.jpg,Kertas,R_3101.jpg,.jpg,259,194,1.3351,50246,7.88,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3102.jpg,Kertas,R_3102.jpg,.jpg,275,183,1.5027,50325,2.88,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3103.jpg,Kertas,R_3103.jpg,.jpg,271,186,1.457,50406,13.99,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3104.jpg,Kertas,R_3104.jpg,.jpg,275,183,1.5027,50325,13.46,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3105.jpg,Kertas,R_3105.jpg,.jpg,268,188,1.4255,50384,4.75,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3106.jpg,Kertas,R_3106.jpg,.jpg,203,249,0.8153,50547,13.56,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3107.jpg,Kertas,R_3107.jpg,.jpg,206,245,0.8408,50470,15.48,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3108.jpg,Kertas,R_3108.jpg,.jpg,251,201,1.2488,50451,14.52,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3109.jpg,Kertas,R_3109.jpg,.jpg,310,163,1.9018,50530,11.09,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3110.jpg,Kertas,R_3110.jpg,.jpg,180,281,0.6406,50580,17.24,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3111.jpg,Kertas,R_3111.jpg,.jpg,275,183,1.5027,50325,10.69,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3112.jpg,Kertas,R_3112.jpg,.jpg,297,170,1.7471,50490,12.22,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3113.jpg,Kertas,R_3113.jpg,.jpg,189,267,0.7079,50463,4.56,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3114.jpg,Kertas,R_3114.jpg,.jpg,189,266,0.7105,50274,16.04,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3115.jpg,Kertas,R_3115.jpg,.jpg,197,256,0.7695,50432,16.84,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3116.jpg,Kertas,R_3116.jpg,.jpg,266,190,1.4,50540,16.12,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3117.jpg,Kertas,R_3117.jpg,.jpg,176,287,0.6132,50512,16.65,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3118.jpg,Kertas,R_3118.jpg,.jpg,205,246,0.8333,50430,9.55,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3119.jpg,Kertas,R_3119.jpg,.jpg,180,281,0.6406,50580,14.63,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3120.jpg,Kertas,R_3120.jpg,.jpg,225,225,1.0,50625,15.57,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3121.jpg,Kertas,R_3121.jpg,.jpg,225,225,1.0,50625,13.42,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3122.jpg,Kertas,R_3122.jpg,.jpg,367,137,2.6788,50279,11.58,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3123.jpg,Kertas,R_3123.jpg,.jpg,260,193,1.3472,50180,12.48,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3124.jpg,Kertas,R_3124.jpg,.jpg,275,183,1.5027,50325,9.19,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3125.jpg,Kertas,R_3125.jpg,.jpg,253,199,1.2714,50347,12.66,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3126.jpg,Kertas,R_3126.jpg,.jpg,224,225,0.9956,50400,16.61,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3127.jpg,Kertas,R_3127.jpg,.jpg,232,217,1.0691,50344,11.67,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3128.jpg,Kertas,R_3128.jpg,.jpg,276,182,1.5165,50232,11.63,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3129.jpg,Kertas,R_3129.jpg,.jpg,300,168,1.7857,50400,12.11,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3130.jpg,Kertas,R_3130.jpg,.jpg,180,281,0.6406,50580,16.57,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3131.jpg,Kertas,R_3131.jpg,.jpg,225,225,1.0,50625,10.91,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3132.jpg,Kertas,R_3132.jpg,.jpg,275,183,1.5027,50325,16.69,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3133.jpg,Kertas,R_3133.jpg,.jpg,220,229,0.9607,50380,13.74,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3134.jpg,Kertas,R_3134.jpg,.jpg,193,262,0.7366,50566,9.21,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3135.jpg,Kertas,R_3135.jpg,.jpg,275,183,1.5027,50325,15.04,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3136.jpg,Kertas,R_3136.jpg,.jpg,185,273,0.6777,50505,10.53,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3137.jpg,Kertas,R_3137.jpg,.jpg,180,280,0.6429,50400,13.41,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3138.jpg,Kertas,R_3138.jpg,.jpg,232,217,1.0691,50344,7.72,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3139.jpg,Kertas,R_3139.jpg,.jpg,180,280,0.6429,50400,16.07,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3140.jpg,Kertas,R_3140.jpg,.jpg,320,158,2.0253,50560,10.48,RGB
C:\Users\Lenovo\.cache\kagglehub\datasets\fathurrahmanalfarizy\sampah-daur-ulang\versions\5\DATASETS\Kertas\R_3141.jpg,Kertas,R_3141.jpg,.jpg,199,254,0.7835,50546,15.73,RGB
