class_label,file_name,file_ext,width,height,aspect_ratio,pixels,file_size_kb,color_mode
Kertas,R_4511.jpg,.jpg,225,225,1.0,50625,6.61,RGB
Kertas,R_4512.jpg,.jpg,183,275,0.6655,50325,11.49,RGB
Kertas,R_4513.jpg,.jpg,275,183,1.5027,50325,9.81,RGB
Kertas,R_4514.jpg,.jpg,222,227,0.978,50394,6.11,RGB
Kertas,R_4515.jpg,.jpg,265,190,1.3947,50350,13.42,RGB
Kertas,R_4516.jpg,.jpg,225,225,1.0,50625,8.83,RGB
Kertas,R_4517.jpg,.jpg,276,183,1.5082,50508,5.08,RGB
Kertas,R_4518.jpg,.jpg,281,179,1.5698,50299,16.19,RGB
Kertas,R_4519.jpg,.jpg,300,168,1.7857,50400,14.75,RGB
Kertas,R_4520.jpg,.jpg,259,194,1.3351,50246,15.32,RGB
Kertas,R_4521.jpg,.jpg,259,194,1.3351,50246,12.78,RGB
Kertas,R_4522.jpg,.jpg,225,225,1.0,50625,13.47,RGB
Kertas,R_4523.jpg,.jpg,197,256,0.7695,50432,7.88,RGB
Kertas,R_4524.jpg,.jpg,225,225,1.0,50625,13.4,RGB
Kertas,R_4525.jpg,.jpg,275,183,1.5027,50325,11.39,RGB
Kertas,R_4526.jpg,.jpg,276,183,1.5082,50508,16.25,RGB
Kertas,R_4527.jpg,.jpg,259,194,1.3351,50246,13.74,RGB
Kertas,R_4528.jpg,.jpg,261,193,1.3523,50373,15.14,RGB
Kertas,R_4529.jpg,.jpg,251,201,1.2488,50451,9.33,RGB
Kertas,R_4530.jpg,.jpg,259,194,1.3351,50246,16.89,RGB
Kertas,R_4531.jpg,.jpg,275,183,1.5027,50325,8.21,RGB
Kertas,R_4532.jpg,.jpg,300,168,1.7857,50400,9.73,RGB
Kertas,R_4533.jpg,.jpg,259,194,1.3351,50246,11.5,RGB
Kertas,R_4534.jpg,.jpg,225,225,1.0,50625,12.07,RGB
Kertas,R_4535.jpg,.jpg,275,183,1.5027,50325,9.04,RGB
Kertas,R_4536.jpg,.jpg,183,275,0.6655,50325,8.36,RGB
Kertas,R_4537.jpg,.jpg,227,222,1.0225,50394,12.21,RGB
Kertas,R_4538.jpg,.jpg,278,182,1.5275,50596,14.52,RGB
Kertas,R_4539.jpg,.jpg,259,194,1.3351,50246,12.38,RGB
Kertas,R_4540.jpg,.jpg,262,193,1.3575,50566,5.77,RGB
Kertas,R_4541.jpg,.jpg,266,189,1.4074,50274,16.71,RGB
Kertas,R_4542.jpg,.jpg,237,212,1.1179,50244,11.31,RGB
Kertas,R_4543.jpg,.jpg,97,201,0.4826,19497,5.58,RGB
Kertas,R_4544.jpg,.jpg,259,194,1.3351,50246,18.75,RGB
Kertas,R_4545.jpg,.jpg,225,225,1.0,50625,15.97,RGB
Kertas,R_4546.jpg,.jpg,255,198,1.2879,50490,10.11,RGB
Kertas,R_4547.jpg,.jpg,259,194,1.3351,50246,9.35,RGB
Kertas,R_4548.jpg,.jpg,367,137,2.6788,50279,13.43,RGB
Kertas,R_4549.jpg,.jpg,225,225,1.0,50625,12.69,RGB
Kertas,R_4550.jpg,.jpg,300,168,1.7857,50400,13.95,RGB
Kertas,R_4551.jpg,.jpg,225,225,1.0,50625,3.75,RGB
Kertas,R_4552.jpg,.jpg,276,183,1.5082,50508,12.62,RGB
Kertas,R_4553.jpg,.jpg,274,184,1.4891,50416,14.94,RGB
Kertas,R_4554.jpg,.jpg,260,194,1.3402,50440,11.69,RGB
Kertas,R_4555.jpg,.jpg,259,194,1.3351,50246,14.02,RGB
Kertas,R_4556.jpg,.jpg,269,188,1.4309,50572,16.88,RGB
Kertas,R_4557.jpg,.jpg,225,225,1.0,50625,3.76,RGB
Kertas,R_4558.jpg,.jpg,222,227,0.978,50394,8.27,RGB
Kertas,R_4559.jpg,.jpg,296,170,1.7412,50320,14.63,RGB
Kertas,R_4560.jpg,.jpg,275,183,1.5027,50325,13.94,RGB
Kertas,R_4561.jpg,.jpg,192,263,0.73,50496,9.33,RGB
Kertas,R_4562.jpg,.jpg,225,225,1.0,50625,11.73,RGB
Kertas,R_4563.jpg,.jpg,224,225,0.9956,50400,13.04,RGB
Kertas,R_4564.jpg,.jpg,236,213,1.108,50268,8.76,RGB
Kertas,R_4565.jpg,.jpg,275,183,1.5027,50325,14.88,RGB
Kertas,R_4566.jpg,.jpg,225,224,1.0045,50400,9.63,RGB
Kertas,R_4567.jpg,.jpg,300,168,1.7857,50400,15.61,RGB
Kertas,R_4568.jpg,.jpg,275,183,1.5027,50325,7.99,RGB
Kertas,R_4569.jpg,.jpg,380,133,2.8571,50540,13.63,RGB
Kertas,R_4570.jpg,.jpg,225,225,1.0,50625,6.84,RGB
Kertas,R_4571.jpg,.jpg,225,225,1.0,50625,4.84,RGB
Kertas,R_4572.jpg,.jpg,262,192,1.3646,50304,17.25,RGB
Kertas,R_4573.jpg,.jpg,220,180,1.2222,39600,7.15,RGB
Kertas,R_4574.jpg,.jpg,225,225,1.0,50625,13.73,RGB
Kertas,R_4575.jpg,.jpg,300,168,1.7857,50400,9.71,RGB
Kertas,R_4576.jpg,.jpg,225,225,1.0,50625,12.23,RGB
Kertas,R_4577.jpg,.jpg,225,225,1.0,50625,14.87,RGB
Kertas,R_4578.jpg,.jpg,200,200,1.0,40000,12.62,RGB
Kertas,R_4579.jpg,.jpg,253,194,1.3041,49082,13.09,RGB
Kertas,R_4580.jpg,.jpg,259,194,1.3351,50246,17.81,RGB
Kertas,R_4581.jpg,.jpg,275,183,1.5027,50325,8.78,RGB
Kertas,R_4582.jpg,.jpg,259,194,1.3351,50246,9.19,RGB
Kertas,R_4583.jpg,.jpg,259,194,1.3351,50246,17.03,RGB
Kertas,R_4584.jpg,.jpg,264,191,1.3822,50424,15.15,RGB
Kertas,R_4585.jpg,.jpg,225,225,1.0,50625,12.19,RGB
Kertas,R_4586.jpg,.jpg,195,259,0.7529,50505,10.97,RGB
Kertas,R_4587.jpg,.jpg,259,194,1.3351,50246,16.06,RGB
Kertas,R_4588.jpg,.jpg,245,206,1.1893,50470,10.38,RGB
Kertas,R_4589.jpg,.jpg,350,144,2.4306,50400,11.51,RGB
Kertas,R_4590.jpg,.jpg,225,225,1.0,50625,3.05,RGB
Kertas,R_4591.jpg,.jpg,220,229,0.9607,50380,6.9,RGB
Kertas,R_4592.jpg,.jpg,228,221,1.0317,50388,11.29,RGB
Kertas,R_4593.jpg,.jpg,225,225,1.0,50625,16.54,RGB
Kertas,R_4594.jpg,.jpg,190,266,0.7143,50540,15.93,RGB
Kertas,R_4595.jpg,.jpg,308,164,1.878,50512,11.59,RGB
Kertas,R_4596.jpg,.jpg,175,288,0.6076,50400,12.37,RGB
Kertas,R_4597.jpg,.jpg,225,225,1.0,50625,9.16,RGB
Kertas,R_4598.jpg,.jpg,299,168,1.7798,50232,10.31,RGB
Kertas,R_4599.jpg,.jpg,255,197,1.2944,50235,8.37,RGB
Kertas,R_4600.jpg,.jpg,276,183,1.5082,50508,14.19,RGB
Kertas,R_4601.jpg,.jpg,225,225,1.0,50625,15.42,RGB
Kertas,R_4602.jpg,.jpg,278,181,1.5359,50318,16.25,RGB
Kertas,R_4603.jpg,.jpg,244,206,1.1845,50264,9.14,RGB
Kertas,R_4604.jpg,.jpg,225,225,1.0,50625,12.6,RGB
Kertas,R_4605.jpg,.jpg,225,225,1.0,50625,17.76,RGB
Kertas,R_4606.jpg,.jpg,249,198,1.2576,49302,20.13,RGB
Kertas,R_4607.jpg,.jpg,210,240,0.875,50400,3.94,RGB
Kertas,R_4608.jpg,.jpg,225,225,1.0,50625,18.03,RGB
Kertas,R_4609.jpg,.jpg,275,183,1.5027,50325,8.23,RGB
Kertas,R_4610.jpg,.jpg,285,177,1.6102,50445,7.0,RGB
Kertas,R_4611.jpg,.jpg,225,225,1.0,50625,15.82,RGB
Kertas,R_4612.jpg,.jpg,259,194,1.3351,50246,8.7,RGB
Kertas,R_4613.jpg,.jpg,259,194,1.3351,50246,7.82,RGB
Kertas,R_4614.jpg,.jpg,225,225,1.0,50625,10.18,RGB
Kertas,R_4615.jpg,.jpg,183,275,0.6655,50325,5.19,RGB
Kertas,R_4616.jpg,.jpg,184,275,0.6691,50600,11.97,RGB
Kertas,R_4617.jpg,.jpg,194,259,0.749,50246,9.12,RGB
Kertas,R_4618.jpg,.jpg,225,225,1.0,50625,5.84,RGB
Kertas,R_4619.jpg,.jpg,220,150,1.4667,33000,8.31,RGB
Kertas,R_4620.jpg,.jpg,193,262,0.7366,50566,13.21,RGB
Kertas,R_4621.jpg,.jpg,258,196,1.3163,50568,10.11,RGB
Kertas,R_4622.jpg,.jpg,308,164,1.878,50512,11.6,RGB
Kertas,R_4623.jpg,.jpg,275,183,1.5027,50325,11.6,RGB
Kertas,R_4624.jpg,.jpg,225,225,1.0,50625,15.19,RGB
Kertas,R_4625.jpg,.jpg,277,182,1.522,50414,14.05,RGB
Kertas,R_4626.jpg,.jpg,259,194,1.3351,50246,14.72,RGB
Kertas,R_4627.jpg,.jpg,314,161,1.9503,50554,8.95,RGB
Kertas,R_4628.jpg,.jpg,225,225,1.0,50625,9.93,RGB
Kertas,R_4629.jpg,.jpg,259,194,1.3351,50246,14.88,RGB
Kertas,R_4630.jpg,.jpg,225,225,1.0,50625,6.27,RGB
Kertas,R_4631.jpg,.jpg,250,200,1.25,50000,13.18,RGB
Kertas,R_4632.jpg,.jpg,204,247,0.8259,50388,12.74,RGB
Kertas,R_4633.jpg,.jpg,225,225,1.0,50625,14.83,RGB
Kertas,R_4634.jpg,.jpg,173,291,0.5945,50343,10.55,RGB
Kertas,R_4635.jpg,.jpg,259,194,1.3351,50246,11.79,RGB
Kertas,R_4636.jpg,.jpg,299,168,1.7798,50232,10.95,RGB
Kertas,R_4637.jpg,.jpg,269,187,1.4385,50303,14.29,RGB
Kertas,R_4638.jpg,.jpg,225,225,1.0,50625,14.98,RGB
Kertas,R_4639.jpg,.jpg,225,225,1.0,50625,9.85,RGB
Kertas,R_4640.jpg,.jpg,262,192,1.3646,50304,12.73,RGB
Kertas,R_4641.jpg,.jpg,197,256,0.7695,50432,12.2,RGB
Kertas,R_4642.jpg,.jpg,275,183,1.5027,50325,7.83,RGB
Kertas,R_4643.jpg,.jpg,225,225,1.0,50625,17.07,RGB
Kertas,R_4644.jpg,.jpg,259,194,1.3351,50246,14.88,RGB
Kertas,R_4645.jpg,.jpg,225,225,1.0,50625,5.54,RGB
Kertas,R_4646.jpg,.jpg,94,206,0.4563,19364,7.73,RGB
Kertas,R_4647.jpg,.jpg,262,191,1.3717,50042,4.47,RGB
Kertas,R_4648.jpg,.jpg,224,224,1.0,50176,4.46,RGB
Kertas,R_4649.jpg,.jpg,224,224,1.0,50176,7.86,RGB
Kertas,R_4650.jpg,.jpg,271,186,1.457,50406,12.26,RGB
Kertas,R_4651.jpg,.jpg,275,183,1.5027,50325,14.49,RGB
Kertas,R_4652.jpg,.jpg,185,240,0.7708,44400,3.78,RGB
Kertas,R_4653.jpg,.jpg,262,192,1.3646,50304,11.46,RGB
Kertas,R_4654.jpg,.jpg,255,198,1.2879,50490,15.11,RGB
Kertas,R_4655.jpg,.jpg,275,183,1.5027,50325,6.19,RGB
Kertas,R_4656.jpg,.jpg,225,225,1.0,50625,13.59,RGB
Kertas,R_4657.jpg,.jpg,267,189,1.4127,50463,25.53,RGB
Kertas,R_4658.jpg,.jpg,299,168,1.7798,50232,6.33,RGB
Kertas,R_4659.jpg,.jpg,258,196,1.3163,50568,14.28,RGB
Kertas,R_4660.jpg,.jpg,264,191,1.3822,50424,7.14,RGB
Kertas,R_4661.jpg,.jpg,205,246,0.8333,50430,8.94,RGB
Kertas,R_4662.jpg,.jpg,267,189,1.4127,50463,8.21,RGB
Kertas,R_4663.jpg,.jpg,224,224,1.0,50176,14.71,RGB
Kertas,R_4664.jpg,.jpg,275,183,1.5027,50325,11.76,RGB
Kertas,R_4665.jpg,.jpg,275,184,1.4946,50600,10.47,RGB
Kertas,R_4666.jpg,.jpg,227,222,1.0225,50394,6.23,RGB
Kertas,R_4667.jpg,.jpg,275,183,1.5027,50325,8.37,RGB
Kertas,R_4668.jpg,.jpg,275,183,1.5027,50325,12.0,RGB
Kertas,R_4669.jpg,.jpg,201,251,0.8008,50451,9.61,RGB
Kertas,R_4670.jpg,.jpg,225,225,1.0,50625,15.07,RGB
Kertas,R_4671.jpg,.jpg,256,197,1.2995,50432,9.74,RGB
Kertas,R_4672.jpg,.jpg,183,275,0.6655,50325,10.13,RGB
Kertas,R_4673.jpg,.jpg,275,183,1.5027,50325,5.39,RGB
Kertas,R_4674.jpg,.jpg,260,193,1.3472,50180,8.39,RGB
Kertas,R_4675.jpg,.jpg,259,194,1.3351,50246,11.84,RGB
Kertas,R_4676.jpg,.jpg,225,225,1.0,50625,4.93,RGB
Kertas,R_4677.jpg,.jpg,275,183,1.5027,50325,17.36,RGB
Kertas,R_4678.jpg,.jpg,169,225,0.7511,38025,13.43,RGB
Kertas,R_4679.jpg,.jpg,275,183,1.5027,50325,16.1,RGB
Kertas,R_4680.jpg,.jpg,225,224,1.0045,50400,11.31,RGB
Kertas,R_4681.jpg,.jpg,180,180,1.0,32400,2.54,RGB
Kertas,R_4682.jpg,.jpg,225,225,1.0,50625,7.05,RGB
Kertas,R_4683.jpg,.jpg,224,224,1.0,50176,4.78,RGB
Kertas,R_4684.jpg,.jpg,250,201,1.2438,50250,9.45,RGB
Kertas,R_4685.jpg,.jpg,259,194,1.3351,50246,15.04,RGB
Kertas,R_4686.jpg,.jpg,221,228,0.9693,50388,8.22,RGB
Kertas,R_4687.jpg,.jpg,259,194,1.3351,50246,10.14,RGB
Kertas,R_4688.jpg,.jpg,225,225,1.0,50625,15.55,RGB
Kertas,R_4689.jpg,.jpg,225,225,1.0,50625,11.41,RGB
Kertas,R_4690.jpg,.jpg,259,194,1.3351,50246,16.74,RGB
Kertas,R_4691.jpg,.jpg,184,275,0.6691,50600,9.29,RGB
Kertas,R_4692.jpg,.jpg,213,236,0.9025,50268,14.95,RGB
Kertas,R_4693.jpg,.jpg,246,205,1.2,50430,4.07,RGB
Kertas,R_4694.jpg,.jpg,225,225,1.0,50625,14.81,RGB
Kertas,R_4695.jpg,.jpg,225,225,1.0,50625,11.99,RGB
Kertas,R_4696.jpg,.jpg,275,183,1.5027,50325,9.18,RGB
Kertas,R_4697.jpg,.jpg,225,225,1.0,50625,5.9,RGB
Kertas,R_4698.jpg,.jpg,259,194,1.3351,50246,7.5,RGB
Kertas,R_4699.jpg,.jpg,304,166,1.8313,50464,13.6,RGB
Kertas,R_4700.jpg,.jpg,266,189,1.4074,50274,6.95,RGB
Kertas,R_4701.jpg,.jpg,249,203,1.2266,50547,9.11,RGB
Kertas,R_4702.jpg,.jpg,259,194,1.3351,50246,8.45,RGB
Kertas,R_4703.jpg,.jpg,252,200,1.26,50400,16.24,RGB
Kertas,R_4704.jpg,.jpg,276,183,1.5082,50508,13.5,RGB
Kertas,R_4705.jpg,.jpg,276,183,1.5082,50508,11.03,RGB
Kertas,R_4706.jpg,.jpg,225,225,1.0,50625,4.19,RGB
Kertas,R_4707.jpg,.jpg,299,168,1.7798,50232,25.89,RGB
Kertas,R_4708.jpg,.jpg,259,194,1.3351,50246,9.55,RGB
Kertas,R_4709.jpg,.jpg,244,206,1.1845,50264,11.01,RGB
Kertas,R_4710.jpg,.jpg,236,214,1.1028,50504,9.25,RGB
Kertas,R_4711.jpg,.jpg,225,225,1.0,50625,5.32,RGB
Kertas,R_4712.jpg,.jpg,225,225,1.0,50625,14.26,RGB
Kertas,R_4713.jpg,.jpg,336,150,2.24,50400,10.05,RGB
Kertas,R_4714.jpg,.jpg,259,194,1.3351,50246,10.05,RGB
Kertas,R_4715.jpg,.jpg,210,184,1.1413,38640,11.7,RGB
Kertas,R_4716.jpg,.jpg,225,225,1.0,50625,17.55,RGB
Kertas,R_4717.jpg,.jpg,183,275,0.6655,50325,12.05,RGB
Kertas,R_4718.jpg,.jpg,225,225,1.0,50625,13.54,RGB
Kertas,R_4719.jpg,.jpg,252,200,1.26,50400,18.77,P
Kertas,R_4720.jpg,.jpg,179,282,0.6348,50478,11.35,RGB
Kertas,R_4721.jpg,.jpg,275,183,1.5027,50325,6.36,RGB
Kertas,R_4722.jpg,.jpg,225,225,1.0,50625,15.41,RGB
Kertas,R_4723.jpg,.jpg,299,168,1.7798,50232,8.39,RGB
Kertas,R_4724.jpg,.jpg,224,224,1.0,50176,16.29,RGB
Kertas,R_4725.jpg,.jpg,274,184,1.4891,50416,7.65,RGB
Kertas,R_4726.jpg,.jpg,225,225,1.0,50625,8.6,RGB
Kertas,R_4727.jpg,.jpg,225,225,1.0,50625,8.12,RGB
Kertas,R_4728.jpg,.jpg,269,187,1.4385,50303,7.27,RGB
Kertas,R_4729.jpg,.jpg,259,194,1.3351,50246,12.67,RGB
Kertas,R_4730.jpg,.jpg,183,275,0.6655,50325,9.45,RGB
Kertas,R_4731.jpg,.jpg,247,204,1.2108,50388,5.28,RGB
Kertas,R_4732.jpg,.jpg,225,225,1.0,50625,12.09,RGB
Kertas,R_4733.jpg,.jpg,225,225,1.0,50625,4.88,RGB
Kertas,R_4734.jpg,.jpg,259,194,1.3351,50246,8.57,RGB
Kertas,R_4735.jpg,.jpg,250,177,1.4124,44250,10.1,RGB
Kertas,R_4736.jpg,.jpg,216,233,0.927,50328,4.75,RGB
Kertas,R_4737.jpg,.jpg,275,183,1.5027,50325,9.96,RGB
Kertas,R_4738.jpg,.jpg,194,259,0.749,50246,9.09,RGB
Kertas,R_4739.jpg,.jpg,224,224,1.0,50176,10.52,RGB
Kertas,R_4740.jpg,.jpg,275,183,1.5027,50325,6.24,RGB
Kertas,R_4741.jpg,.jpg,259,194,1.3351,50246,8.16,RGB
Kertas,R_4742.jpg,.jpg,295,171,1.7251,50445,12.77,RGB
Kertas,R_4743.jpg,.jpg,259,194,1.3351,50246,6.71,RGB
Kertas,R_4744.jpg,.jpg,225,225,1.0,50625,13.59,RGB
Kertas,R_4745.jpg,.jpg,276,183,1.5082,50508,10.67,RGB
Kertas,R_4746.jpg,.jpg,225,225,1.0,50625,6.23,RGB
Kertas,R_4747.jpg,.jpg,275,183,1.5027,50325,8.42,RGB
Kertas,R_4748.jpg,.jpg,275,183,1.5027,50325,10.78,RGB
Kertas,R_4749.jpg,.jpg,197,256,0.7695,50432,3.68,RGB
Kertas,R_4750.jpg,.jpg,210,184,1.1413,38640,9.33,RGB
Kertas,R_4751.jpg,.jpg,292,172,1.6977,50224,13.01,RGB
Kertas,R_4752.jpg,.jpg,225,225,1.0,50625,10.63,RGB
Kertas,R_4753.jpg,.jpg,238,212,1.1226,50456,12.07,RGB
Kertas,R_4754.jpg,.jpg,266,189,1.4074,50274,13.5,RGB
Kertas,R_4755.jpg,.jpg,225,225,1.0,50625,10.11,RGB
Kertas,R_4756.jpg,.jpg,225,225,1.0,50625,5.73,RGB
Kertas,R_4757.jpg,.jpg,259,194,1.3351,50246,10.41,RGB
Kertas,R_4758.jpg,.jpg,180,281,0.6406,50580,13.29,RGB
Kertas,R_4759.jpg,.jpg,224,224,1.0,50176,12.97,RGB
Kertas,R_4760.jpg,.jpg,277,182,1.522,50414,12.51,RGB
Kertas,R_4761.jpg,.jpg,189,267,0.7079,50463,9.7,RGB
Kertas,R_4762.jpg,.jpg,274,184,1.4891,50416,7.2,RGB
Kertas,R_4763.jpg,.jpg,225,225,1.0,50625,5.92,RGB
Kertas,R_4764.jpg,.jpg,174,290,0.6,50460,8.33,RGB
Kertas,R_4765.jpg,.jpg,299,168,1.7798,50232,9.14,RGB
Kertas,R_4766.jpg,.jpg,233,216,1.0787,50328,12.15,RGB
Kertas,R_4767.jpg,.jpg,220,150,1.4667,33000,6.81,RGB
Kertas,R_4768.jpg,.jpg,280,180,1.5556,50400,5.06,RGB
Kertas,R_4769.jpg,.jpg,210,230,0.913,48300,5.37,RGB
Kertas,R_4770.jpg,.jpg,251,201,1.2488,50451,10.49,RGB
Kertas,R_4771.jpg,.jpg,360,140,2.5714,50400,12.49,RGB
Kertas,R_4772.jpg,.jpg,225,225,1.0,50625,11.58,RGB
Kertas,R_4773.jpg,.jpg,225,225,1.0,50625,7.52,RGB
Kertas,R_4774.jpg,.jpg,275,183,1.5027,50325,9.56,RGB
Kertas,R_4775.jpg,.jpg,202,250,0.808,50500,9.84,RGB
Kertas,R_4776.jpg,.jpg,248,203,1.2217,50344,9.13,RGB
Kertas,R_4777.jpg,.jpg,225,225,1.0,50625,12.32,RGB
Kertas,R_4778.jpg,.jpg,248,203,1.2217,50344,11.27,RGB
Kertas,R_4779.jpg,.jpg,311,162,1.9198,50382,15.76,RGB
Kertas,R_4780.jpg,.jpg,276,183,1.5082,50508,15.2,RGB
Kertas,R_4781.jpg,.jpg,259,194,1.3351,50246,14.59,RGB
Kertas,R_4782.jpg,.jpg,318,159,2.0,50562,9.91,RGB
Kertas,R_4783.jpg,.jpg,179,282,0.6348,50478,7.33,RGB
Kertas,R_4784.jpg,.jpg,259,194,1.3351,50246,4.83,RGB
Kertas,R_4785.jpg,.jpg,275,183,1.5027,50325,16.07,RGB
Kertas,R_4786.jpg,.jpg,259,194,1.3351,50246,8.75,RGB
Kertas,R_4787.jpg,.jpg,250,201,1.2438,50250,12.54,RGB
Kertas,R_4788.jpg,.jpg,209,242,0.8636,50578,10.38,RGB
Kertas,R_4789.jpg,.jpg,197,256,0.7695,50432,5.56,RGB
Kertas,R_4790.jpg,.jpg,259,194,1.3351,50246,11.48,RGB
Kertas,R_4791.jpg,.jpg,225,225,1.0,50625,13.98,RGB
Kertas,R_4792.jpg,.jpg,297,170,1.7471,50490,12.16,RGB
Kertas,R_4793.jpg,.jpg,196,257,0.7626,50372,10.85,RGB
Kertas,R_4794.jpg,.jpg,225,225,1.0,50625,12.95,RGB
Kertas,R_4795.jpg,.jpg,263,191,1.377,50233,6.32,RGB
Kertas,R_4796.jpg,.jpg,259,194,1.3351,50246,10.17,RGB
Kertas,R_4797.jpg,.jpg,183,276,0.663,50508,12.35,RGB
Kertas,R_4798.jpg,.jpg,225,225,1.0,50625,3.98,RGB
Kertas,R_4799.jpg,.jpg,225,225,1.0,50625,6.79,RGB
Kertas,R_4800.jpg,.jpg,207,243,0.8519,50301,7.25,RGB
Kertas,R_4801.jpg,.jpg,220,229,0.9607,50380,32.28,RGB
Kertas,R_4802.jpg,.jpg,275,183,1.5027,50325,8.53,RGB
Kertas,R_4803.jpg,.jpg,252,200,1.26,50400,13.94,RGB
Kertas,R_4804.jpg,.jpg,212,238,0.8908,50456,8.6,RGB
Kertas,R_4805.jpg,.jpg,278,181,1.5359,50318,8.27,RGB
Kertas,R_4806.jpg,.jpg,276,183,1.5082,50508,14.2,RGB
Kertas,R_4807.jpg,.jpg,252,200,1.26,50400,9.55,RGB
Kertas,R_4808.jpg,.jpg,279,180,1.55,50220,10.82,RGB
Kertas,R_4809.jpg,.jpg,275,183,1.5027,50325,9.68,RGB
Kertas,R_4810.jpg,.jpg,183,276,0.663,50508,9.11,RGB
Kertas,R_4811.jpg,.jpg,276,183,1.5082,50508,12.51,RGB
Kertas,R_4812.jpg,.jpg,462,109,4.2385,50358,7.38,RGB
Kertas,R_4813.jpg,.jpg,275,183,1.5027,50325,12.48,RGB
Kertas,R_4814.jpg,.jpg,223,226,0.9867,50398,13.56,RGB
Kertas,R_4815.jpg,.jpg,259,194,1.3351,50246,14.79,RGB
Kertas,R_4816.jpg,.jpg,274,184,1.4891,50416,11.16,RGB
Kertas,R_4817.jpg,.jpg,225,225,1.0,50625,15.64,RGB
Kertas,R_4818.jpg,.jpg,186,271,0.6863,50406,11.48,RGB
Kertas,R_4819.jpg,.jpg,225,225,1.0,50625,12.67,RGB
Kertas,R_4820.jpg,.jpg,230,219,1.0502,50370,8.6,P
Kertas,R_4821.jpg,.jpg,225,225,1.0,50625,11.39,RGB
Kertas,R_4822.jpg,.jpg,275,183,1.5027,50325,14.47,RGB
Kertas,R_4823.jpg,.jpg,343,147,2.3333,50421,9.61,RGB
Kertas,R_4824.jpg,.jpg,194,259,0.749,50246,9.88,RGB
Kertas,R_4825.jpg,.jpg,275,183,1.5027,50325,11.86,RGB
Kertas,R_4826.jpg,.jpg,225,225,1.0,50625,20.41,RGB
Kertas,R_4827.jpg,.jpg,275,183,1.5027,50325,7.92,RGB
Kertas,R_4828.jpg,.jpg,225,225,1.0,50625,10.01,RGB
Kertas,R_4829.jpg,.jpg,225,225,1.0,50625,11.87,RGB
Kertas,R_4830.jpg,.jpg,259,194,1.3351,50246,9.11,RGB
Kertas,R_4831.jpg,.jpg,176,286,0.6154,50336,11.87,RGB
Kertas,R_4832.jpg,.jpg,225,225,1.0,50625,6.28,RGB
Kertas,R_4833.jpg,.jpg,276,183,1.5082,50508,4.34,RGB
Kertas,R_4834.jpg,.jpg,275,183,1.5027,50325,10.01,RGB
Kertas,R_4835.jpg,.jpg,262,192,1.3646,50304,13.78,RGB
Kertas,R_4836.jpg,.jpg,225,225,1.0,50625,13.38,RGB
Kertas,R_4837.jpg,.jpg,180,281,0.6406,50580,16.23,RGB
Kertas,R_4838.jpg,.jpg,267,189,1.4127,50463,14.27,RGB
Kertas,R_4839.jpg,.jpg,203,248,0.8185,50344,12.62,RGB
Kertas,R_4840.jpg,.jpg,160,160,1.0,25600,2.62,RGB
Kertas,R_4841.jpg,.jpg,252,200,1.26,50400,12.81,RGB
Kertas,R_4842.jpg,.jpg,218,231,0.9437,50358,11.68,RGB
Kertas,R_4843.jpg,.jpg,225,225,1.0,50625,14.96,RGB
Kertas,R_4844.jpg,.jpg,232,217,1.0691,50344,6.42,RGB
Kertas,R_4845.jpg,.jpg,225,225,1.0,50625,13.52,RGB
Kertas,R_4846.jpg,.jpg,225,225,1.0,50625,17.72,RGB
Kertas,R_4847.jpg,.jpg,259,194,1.3351,50246,10.86,RGB
Kertas,R_4848.jpg,.jpg,318,159,2.0,50562,10.6,RGB
Kertas,R_4849.jpg,.jpg,275,183,1.5027,50325,9.14,RGB
Kertas,R_4850.jpg,.jpg,225,225,1.0,50625,6.44,RGB
Kertas,R_4851.jpg,.jpg,183,275,0.6655,50325,7.49,RGB
Kertas,R_4852.jpg,.jpg,225,225,1.0,50625,5.47,RGB
Kertas,R_4853.jpg,.jpg,250,202,1.2376,50500,13.92,RGB
Kertas,R_4854.jpg,.jpg,300,168,1.7857,50400,13.77,RGB
Kertas,R_4855.jpg,.jpg,224,224,1.0,50176,16.6,RGB
Kertas,R_4856.jpg,.jpg,183,275,0.6655,50325,6.13,RGB
Kertas,R_4857.jpg,.jpg,275,184,1.4946,50600,12.09,RGB
Kertas,R_4858.jpg,.jpg,205,245,0.8367,50225,13.68,RGB
Kertas,R_4859.jpg,.jpg,225,225,1.0,50625,7.27,RGB
Kertas,R_4860.jpg,.jpg,194,260,0.7462,50440,17.71,RGB
Kertas,R_4861.jpg,.jpg,259,194,1.3351,50246,9.33,RGB
Kertas,R_4862.jpg,.jpg,266,189,1.4074,50274,14.59,RGB
Kertas,R_4863.jpg,.jpg,185,240,0.7708,44400,4.46,RGB
Kertas,R_4864.jpg,.jpg,275,183,1.5027,50325,7.01,RGB
Kertas,R_4865.jpg,.jpg,177,284,0.6232,50268,11.7,RGB
Kertas,R_4866.jpg,.jpg,300,168,1.7857,50400,6.62,RGB
Kertas,R_4867.jpg,.jpg,275,183,1.5027,50325,8.89,RGB
Kertas,R_4868.jpg,.jpg,252,200,1.26,50400,16.66,RGB
Kertas,R_4869.jpg,.jpg,225,225,1.0,50625,6.87,RGB
Kertas,R_4870.jpg,.jpg,267,189,1.4127,50463,17.24,RGB
Kertas,R_4871.jpg,.jpg,225,225,1.0,50625,16.67,RGB
